timestamp,asset,direction,confidence,pct_change,strategy_type,stop_loss,take_profit
2025-07-04 21:21:16.160462,ETH-USD,long,99.00%,8.98%,scalp,SL:2466.2286,TP:2540.9628
2025-07-04 21:34:08.111866,ETH-USD,long,60.00%,1.50%,swing,SL:2465.4267,TP:2540.1366
2025-07-04 21:34:15.877525,ETH-USD,long,60.00%,1.50%,scalp,SL:2465.4267,TP:2540.1366
2025-07-04 21:34:32.241599,SOL-USD,long,64.87%,2.33%,scalp,SL:145.1142,TP:149.51160000000002
2025-07-04 21:39:56.524166,ETH-USD,long,60.00%,1.50%,swing,SL:2464.6347,TP:2539.3206000000005
2025-07-04 21:44:49.396338,BTC-USD,long,99.00%,7.89%,swing,SL:106801.3386,TP:110037.7428
2025-07-04 21:44:57.157064,BTC-USD,long,60.00%,1.50%,fallback,SL:106801.3386,TP:110037.7428
2025-07-04 21:45:14.765418,ETH-USD,long,99.00%,0.22%,swing,SL:2465.8821,TP:2540.6058
2025-07-04 21:45:22.523888,ETH-USD,long,99.00%,7.32%,scalp,SL:2465.8821,TP:2540.6058
2025-07-04 21:45:38.841248,SOL-USD,long,69.17%,1.51%,scalp,SL:145.33200000000002,TP:149.73600000000002
2025-07-04 21:50:47.785298,BTC-USD,long,99.00%,7.94%,swing,SL:106862.4117,TP:110100.6666
2025-07-04 21:51:04.135985,ETH-USD,long,99.00%,0.10%,swing,SL:2468.9510999999998,TP:2543.7678
2025-07-04 21:51:11.911885,ETH-USD,long,99.00%,7.52%,scalp,SL:2468.9510999999998,TP:2543.7678
2025-07-04 21:51:28.160373,SOL-USD,long,71.71%,1.07%,scalp,SL:145.7082,TP:150.1236
2025-07-04 21:56:37.610091,BTC-USD,long,99.00%,7.93%,swing,SL:106855.4223,TP:110093.4654
2025-07-04 21:56:45.388381,BTC-USD,long,60.00%,1.50%,fallback,SL:106855.4223,TP:110093.4654
2025-07-04 21:57:02.149993,ETH-USD,long,99.00%,7.63%,scalp,SL:2469.9806999999996,TP:2544.8286
2025-07-04 21:57:18.536309,SOL-USD,long,72.53%,0.81%,scalp,SL:145.6884,TP:150.1032
2025-07-04 22:05:10.586991,BTC-USD,long,44.32%,17.42%,swing,SL:106888.20120000001,TP:110127.23760000001
2025-07-04 22:05:27.360914,ETH-USD,long,99.00%,1.45%,swing,SL:2472.03,TP:2546.94
2025-07-04 22:05:35.140745,ETH-USD,long,99.00%,3.92%,scalp,SL:2472.03,TP:2546.94
2025-07-04 22:05:51.812072,SOL-USD,long,68.97%,1.85%,scalp,SL:145.6191,TP:150.0318
2025-07-04 22:11:00.648465,BTC-USD,long,44.32%,17.51%,swing,SL:107001.1602,TP:110243.61959999999
2025-07-04 22:11:16.914058,ETH-USD,long,99.00%,1.16%,swing,SL:2479.8213,TP:2554.9674
2025-07-04 22:11:24.682345,ETH-USD,long,99.00%,4.27%,scalp,SL:2477.5542,TP:2552.6316
2025-07-04 22:11:40.919495,SOL-USD,long,69.94%,1.79%,scalp,SL:145.76760000000002,TP:150.18480000000002
2025-07-04 22:19:03.090995,BTC-USD,long,30.00%,20.00%,swing,SL:107029.05840000001,TP:110272.3632
2025-07-04 22:19:10.864451,BTC-USD,long,99.00%,0.87%,scalp,SL:107029.05840000001,TP:110272.3632
2025-07-04 22:19:27.504368,ETH-USD,long,99.00%,0.55%,swing,SL:2478.9500999999996,TP:2554.0697999999998
2025-07-04 22:19:35.296546,ETH-USD,long,99.00%,8.18%,scalp,SL:2478.9500999999996,TP:2554.0697999999998
2025-07-04 22:19:51.825265,SOL-USD,long,60.03%,2.78%,scalp,SL:145.90619999999998,TP:150.3276
2025-07-04 22:25:00.634452,BTC-USD,long,30.00%,20.00%,swing,SL:107091.3591,TP:110336.5518
2025-07-04 22:25:08.406794,BTC-USD,long,99.00%,0.87%,scalp,SL:107091.3591,TP:110336.5518
2025-07-04 22:25:24.647436,ETH-USD,long,99.00%,0.18%,swing,SL:2488.2363,TP:2563.6374
2025-07-04 22:25:32.415233,ETH-USD,long,99.00%,8.30%,scalp,SL:2488.2363,TP:2563.6374
2025-07-04 22:25:48.620189,SOL-USD,long,61.05%,2.73%,scalp,SL:146.124,TP:150.552
2025-07-04 22:33:53.258355,BTC-USD,long,99.00%,0.90%,scalp,SL:107132.5827,TP:110379.0246
2025-07-04 22:34:09.720438,ETH-USD,long,99.00%,2.38%,swing,SL:2484.5238,TP:2559.8124
2025-07-04 22:34:17.539933,ETH-USD,long,91.89%,18.38%,scalp,SL:2484.5238,TP:2559.8124
2025-07-04 22:34:33.929902,SOL-USD,long,77.83%,1.26%,scalp,SL:146.4705,TP:150.909
2025-07-04 22:47:17.329880,BTC-USD,long,99.00%,1.11%,scalp,SL:107158.5999,TP:110405.8302
2025-07-04 22:47:34.106009,ETH-USD,long,99.00%,2.86%,swing,SL:2491.8102,TP:2567.3196000000003
2025-07-04 22:47:41.864257,ETH-USD,long,99.00%,7.99%,scalp,SL:2491.8102,TP:2567.3196000000003
2025-07-04 22:47:58.281422,SOL-USD,long,86.57%,2.79%,scalp,SL:146.6388,TP:151.0824
2025-07-04 22:53:07.118404,BTC-USD,long,99.00%,1.11%,scalp,SL:107144.6013,TP:110391.4074
2025-07-04 22:53:23.849869,ETH-USD,long,99.00%,2.95%,swing,SL:2494.0377,TP:2569.6146
2025-07-04 22:53:31.624405,ETH-USD,long,99.00%,8.05%,scalp,SL:2494.0377,TP:2569.6146
2025-07-04 22:53:47.917914,SOL-USD,long,87.16%,2.79%,scalp,SL:146.817,TP:151.26600000000002
2025-07-04 23:02:59.031858,BTC-USD,long,99.00%,1.06%,scalp,SL:107156.7387,TP:110403.91260000001
2025-07-04 23:02:59.814338,BTC-USD,long,60.00%,1.50%,scalp,SL:107156.7387,TP:110403.91260000001
2025-07-04 23:03:15.704778,ETH-USD,long,99.00%,2.95%,swing,SL:2493.6219,TP:2569.1862
2025-07-04 23:03:16.942663,ETH-USD,long,99.00%,0.75%,swing,SL:2493.6219,TP:2569.1862
2025-07-04 23:03:23.461035,ETH-USD,long,99.00%,14.67%,scalp,SL:2493.6219,TP:2569.1862
2025-07-04 23:03:24.737606,ETH-USD,long,99.00%,14.25%,scalp,SL:2493.6219,TP:2569.1862
2025-07-04 23:03:41.954009,SOL-USD,long,76.36%,1.11%,scalp,SL:146.718,TP:151.164
2025-07-04 23:08:48.514166,BTC-USD,long,99.00%,1.11%,scalp,SL:107105.60519999999,TP:110351.22959999999
2025-07-04 23:08:51.015243,BTC-USD,long,60.00%,1.50%,scalp,SL:107105.60519999999,TP:110351.22959999999
2025-07-04 23:09:04.882899,ETH-USD,long,99.00%,2.95%,swing,SL:2493.6219,TP:2569.1862
2025-07-04 23:09:07.267449,ETH-USD,long,99.00%,0.75%,swing,SL:2493.6219,TP:2569.1862
2025-07-04 23:09:12.677521,ETH-USD,long,99.00%,14.67%,scalp,SL:2493.6219,TP:2569.1862
2025-07-04 23:09:15.032129,ETH-USD,long,99.00%,14.25%,scalp,SL:2493.6219,TP:2569.1862
2025-07-04 23:09:31.558689,SOL-USD,long,75.44%,1.11%,scalp,SL:146.59920000000002,TP:151.04160000000002
2025-07-04 23:15:37.031620,BTC-USD,long,99.00%,1.09%,scalp,SL:107063.5401,TP:110307.8898
2025-07-04 23:15:54.008749,ETH-USD,long,99.00%,1.84%,swing,SL:2493.6219,TP:2569.1862
2025-07-04 23:16:01.781984,ETH-USD,long,94.42%,14.48%,scalp,SL:2493.6219,TP:2569.1862
2025-07-04 23:16:18.773525,SOL-USD,long,65.08%,1.02%,scalp,SL:146.50019999999998,TP:150.93959999999998
2025-07-04 23:21:27.524389,BTC-USD,long,99.00%,1.08%,scalp,SL:107034.642,TP:110278.11600000001
2025-07-04 23:21:43.777834,ETH-USD,long,99.00%,1.61%,swing,SL:2487.5135999999998,TP:2562.8928
2025-07-04 23:21:51.538806,ETH-USD,long,97.29%,13.35%,scalp,SL:2487.5135999999998,TP:2562.8928
2025-07-04 23:22:07.956528,SOL-USD,long,62.65%,1.33%,scalp,SL:146.3022,TP:150.7356
2025-07-04 23:29:57.918224,BTC-USD,short,66.71%,-18.44%,swing,SL:109214.5118,TP:105970.5164
2025-07-04 23:30:06.563417,BTC-USD,long,99.00%,1.40%,scalp,SL:107051.8482,TP:110295.8436
2025-07-04 23:30:23.783214,ETH-USD,long,99.00%,0.22%,swing,SL:2486.2266,TP:2561.5668
2025-07-04 23:30:31.577677,ETH-USD,short,99.00%,-5.21%,scalp,SL:2536.4534000000003,TP:2461.1132000000002
2025-07-04 23:30:48.146828,SOL-USD,long,92.22%,7.20%,swing,SL:146.3715,TP:150.807
2025-07-04 23:30:55.921447,SOL-USD,short,62.55%,-4.11%,scalp,SL:149.3285,TP:144.893
2025-07-04 23:36:04.682724,BTC-USD,short,66.71%,-18.45%,swing,SL:109224.9956,TP:105980.68879999999
2025-07-04 23:36:12.446801,BTC-USD,long,99.00%,1.34%,scalp,SL:107062.1244,TP:110306.4312
2025-07-04 23:36:28.659791,ETH-USD,long,99.00%,0.22%,swing,SL:2486.2266,TP:2561.5668
2025-07-04 23:36:36.427580,ETH-USD,short,99.00%,-5.21%,scalp,SL:2536.4534000000003,TP:2461.1132000000002
2025-07-04 23:36:52.782744,SOL-USD,long,92.23%,7.18%,swing,SL:146.41109999999998,TP:150.84779999999998
2025-07-04 23:37:00.545008,SOL-USD,short,62.15%,-4.10%,scalp,SL:149.3689,TP:144.9322
2025-07-04 23:42:10.144197,BTC-USD,short,66.71%,-18.38%,swing,SL:109132.823,TP:105891.254
2025-07-04 23:42:17.932219,BTC-USD,long,99.00%,1.35%,scalp,SL:106971.777,TP:110213.346
2025-07-04 23:42:34.165515,ETH-USD,long,99.00%,0.24%,swing,SL:2485.6722,TP:2560.9956
2025-07-04 23:42:41.938515,ETH-USD,short,99.00%,-4.86%,scalp,SL:2535.8878000000004,TP:2460.5644
2025-07-04 23:42:58.394062,SOL-USD,long,92.17%,7.42%,swing,SL:146.0745,TP:150.501
2025-07-04 23:43:06.175506,SOL-USD,short,62.07%,-3.99%,scalp,SL:149.02550000000002,TP:144.59900000000002
2025-07-04 23:48:15.171046,BTC-USD,short,66.71%,-18.36%,swing,SL:109107.7144,TP:105866.8912
2025-07-04 23:48:23.581529,BTC-USD,long,99.00%,1.34%,scalp,SL:106947.16560000001,TP:110187.9888
2025-07-04 23:48:40.555877,ETH-USD,long,99.00%,0.46%,swing,SL:2480.2173,TP:2555.3754
2025-07-04 23:48:49.004663,ETH-USD,short,99.00%,-4.53%,scalp,SL:2530.3227,TP:2455.1646
2025-07-04 23:49:05.970133,SOL-USD,long,92.19%,7.35%,swing,SL:146.17350000000002,TP:150.603
2025-07-04 23:49:13.830768,SOL-USD,short,62.20%,-4.15%,scalp,SL:149.1265,TP:144.697
2025-07-04 23:54:22.659941,BTC-USD,short,66.71%,-18.38%,swing,SL:109134.9541,TP:105893.3218
2025-07-04 23:54:30.442294,BTC-USD,long,99.00%,1.23%,scalp,SL:106973.8758,TP:110215.5084
2025-07-04 23:54:46.745468,ETH-USD,long,99.00%,0.35%,swing,SL:2483.0685,TP:2558.313
2025-07-04 23:54:54.525316,ETH-USD,short,99.00%,-4.57%,scalp,SL:2533.2315000000003,TP:2457.987
2025-07-04 23:55:10.842786,SOL-USD,long,92.21%,7.25%,swing,SL:146.3022,TP:150.7356
2025-07-04 23:55:18.624650,SOL-USD,short,62.23%,-4.14%,scalp,SL:149.2578,TP:144.8244
2025-07-05 10:03:34.559692,BTC-USD,short,99.00%,-10.04%,swing,SL:109206.5833,TP:105962.8234
2025-07-05 10:03:42.405406,BTC-USD,long,60.00%,1.50%,fallback,SL:107044.0767,TP:110287.83660000001
2025-07-05 10:03:59.522484,ETH-USD,short,99.00%,-0.78%,swing,SL:2546.1696,TP:2470.5408
2025-07-05 10:04:07.311451,ETH-USD,short,99.00%,-6.60%,scalp,SL:2546.1696,TP:2470.5408
2025-07-05 10:04:23.764563,SOL-USD,long,90.71%,4.19%,swing,SL:146.4309,TP:150.8682
2025-07-05 10:04:31.537402,SOL-USD,short,63.51%,-1.18%,scalp,SL:149.39919999999998,TP:144.96159999999998
2025-07-05 10:09:40.427292,BTC-USD,short,99.00%,-10.01%,swing,SL:109180.8889,TP:105937.8922
2025-07-05 10:09:48.270846,BTC-USD,long,60.00%,1.50%,fallback,SL:107018.8911,TP:110261.8878
2025-07-05 10:10:04.647247,ETH-USD,short,99.00%,-0.77%,swing,SL:2545.7252,TP:2470.1096
2025-07-05 10:10:12.426237,ETH-USD,short,99.00%,-6.35%,scalp,SL:2545.7252,TP:2470.1096
2025-07-05 10:10:28.682340,SOL-USD,long,90.72%,4.25%,swing,SL:146.4408,TP:150.8784
2025-07-05 10:10:36.491055,SOL-USD,short,65.04%,-0.81%,scalp,SL:149.39919999999998,TP:144.96159999999998
2025-07-05 10:15:45.472993,BTC-USD,short,99.00%,-10.03%,swing,SL:109209.17899999999,TP:105965.34199999999
2025-07-05 10:16:01.831731,ETH-USD,short,99.00%,-0.71%,swing,SL:2544.3213,TP:2468.7474
2025-07-05 10:16:09.618183,ETH-USD,short,99.00%,-6.15%,scalp,SL:2544.3213,TP:2468.7474
2025-07-05 10:16:25.970164,SOL-USD,long,90.72%,4.21%,swing,SL:146.3913,TP:150.8274
2025-07-05 10:16:33.755252,SOL-USD,long,60.00%,1.50%,fallback,SL:146.3913,TP:150.8274
2025-07-05 10:21:42.670760,BTC-USD,short,99.00%,-10.06%,swing,SL:109239.2871,TP:105994.5558
2025-07-05 10:21:58.972105,ETH-USD,short,99.00%,-0.66%,swing,SL:2542.978,TP:2467.444
2025-07-05 10:22:06.771580,ETH-USD,short,99.00%,-5.99%,scalp,SL:2542.978,TP:2467.444
2025-07-05 10:22:23.068294,SOL-USD,long,90.72%,4.11%,swing,SL:146.5695,TP:151.01100000000002
2025-07-05 10:22:30.842119,SOL-USD,long,60.00%,1.50%,fallback,SL:146.5695,TP:151.01100000000002
2025-07-05 10:27:39.713732,BTC-USD,short,99.00%,-10.06%,swing,SL:109237.39839999999,TP:105992.7232
2025-07-05 10:27:56.005365,ETH-USD,short,99.00%,-0.66%,swing,SL:2542.978,TP:2467.444
2025-07-05 10:28:03.791829,ETH-USD,short,99.00%,-5.99%,scalp,SL:2542.978,TP:2467.444
2025-07-05 10:28:20.033935,SOL-USD,long,90.73%,4.06%,swing,SL:146.619,TP:151.06199999999998
2025-07-05 10:28:27.818066,SOL-USD,long,60.00%,1.50%,fallback,SL:146.619,TP:151.06199999999998
2025-07-05 10:33:36.670464,BTC-USD,short,99.00%,-10.09%,swing,SL:109282.9292,TP:106036.9016
2025-07-05 10:33:52.975891,ETH-USD,short,99.00%,-0.69%,swing,SL:2543.8466,TP:2468.2868
2025-07-05 10:34:00.754933,ETH-USD,short,99.00%,-5.79%,scalp,SL:2543.8466,TP:2468.2868
2025-07-05 10:34:17.720435,SOL-USD,long,90.73%,4.16%,swing,SL:146.4804,TP:150.91920000000002
2025-07-05 10:39:26.557968,BTC-USD,short,99.00%,-10.08%,swing,SL:109271.92020000001,TP:106026.2196
2025-07-05 10:39:34.338450,BTC-USD,long,99.00%,0.84%,scalp,SL:107108.1198,TP:110353.82040000001
2025-07-05 10:39:50.603745,ETH-USD,short,99.00%,-0.69%,swing,SL:2543.8466,TP:2468.2868
2025-07-05 10:39:58.389534,ETH-USD,short,99.00%,-5.79%,scalp,SL:2543.8466,TP:2468.2868
2025-07-05 10:40:14.683948,SOL-USD,long,90.74%,4.08%,swing,SL:146.58929999999998,TP:151.0314
2025-07-05 10:40:22.467524,SOL-USD,long,60.00%,1.50%,fallback,SL:146.5794,TP:151.0212
2025-07-05 10:45:31.347797,BTC-USD,short,99.00%,-10.10%,swing,SL:109276.2127,TP:106030.3846
2025-07-05 10:45:39.116862,BTC-USD,long,99.00%,0.95%,scalp,SL:107112.3273,TP:110358.1554
2025-07-05 10:45:55.856925,ETH-USD,short,99.00%,-0.72%,swing,SL:2544.4121999999998,TP:2468.8356
2025-07-05 10:46:03.624379,ETH-USD,short,99.00%,-5.42%,scalp,SL:2544.4121999999998,TP:2468.8356
2025-07-05 10:46:19.931958,SOL-USD,long,90.74%,4.07%,swing,SL:146.59920000000002,TP:151.04160000000002
2025-07-05 10:46:27.706531,SOL-USD,long,60.00%,1.50%,fallback,SL:146.6487,TP:151.0926
2025-07-05 10:51:36.644068,BTC-USD,short,99.00%,-10.12%,swing,SL:109313.5524,TP:106066.6152
2025-07-05 10:51:44.448573,BTC-USD,long,99.00%,1.02%,scalp,SL:107148.92760000001,TP:110395.86480000001
2025-07-05 10:52:01.568015,ETH-USD,short,99.00%,-0.72%,swing,SL:2544.4121999999998,TP:2468.8356
2025-07-05 10:52:09.346990,ETH-USD,short,99.00%,-5.42%,scalp,SL:2544.4121999999998,TP:2468.8356
2025-07-05 10:52:25.812470,SOL-USD,long,90.76%,4.00%,swing,SL:146.67839999999998,TP:151.1232
2025-07-05 10:57:35.349166,BTC-USD,short,99.00%,-10.11%,swing,SL:109233.9745,TP:105989.401
2025-07-05 10:57:43.142569,BTC-USD,long,99.00%,1.21%,scalp,SL:107070.9255,TP:110315.499
2025-07-05 10:57:59.465177,ETH-USD,short,99.00%,-0.73%,swing,SL:2544.7859000000003,TP:2469.1982000000003
2025-07-05 10:58:07.251178,ETH-USD,short,99.00%,-5.22%,scalp,SL:2544.7859000000003,TP:2469.1982000000003
2025-07-05 10:58:23.583535,SOL-USD,long,90.73%,4.16%,swing,SL:146.4606,TP:150.8988
2025-07-05 11:03:32.420156,BTC-USD,short,99.00%,-10.05%,swing,SL:109231.1566,TP:105986.6668
2025-07-05 11:03:40.201806,BTC-USD,long,99.00%,1.30%,scalp,SL:107068.1634,TP:110312.6532
2025-07-05 11:03:56.479401,ETH-USD,short,99.00%,-0.74%,swing,SL:2545.0485,TP:2469.453
2025-07-05 11:04:04.259331,ETH-USD,short,99.00%,-5.16%,scalp,SL:2545.0485,TP:2469.453
2025-07-05 11:04:20.725199,SOL-USD,long,90.75%,4.01%,swing,SL:146.6883,TP:151.1334
2025-07-05 11:04:28.588369,SOL-USD,long,60.00%,1.50%,fallback,SL:146.67839999999998,TP:151.1232
2025-07-05 11:09:37.460646,BTC-USD,short,99.00%,-10.06%,swing,SL:109245.8521,TP:106000.9258
2025-07-05 11:09:45.247328,BTC-USD,long,99.00%,1.22%,scalp,SL:107082.56790000001,TP:110327.49420000002
2025-07-05 11:10:02.251477,ETH-USD,short,99.00%,-0.79%,swing,SL:2546.2504,TP:2470.6192
2025-07-05 11:10:10.029333,ETH-USD,short,99.00%,-5.17%,scalp,SL:2546.2504,TP:2470.6192
2025-07-05 11:10:26.967628,SOL-USD,long,90.75%,4.05%,swing,SL:146.65859999999998,TP:151.1028
2025-07-05 11:10:34.812600,SOL-USD,long,60.00%,1.50%,fallback,SL:146.65859999999998,TP:151.1028
2025-07-05 11:15:43.633636,BTC-USD,short,99.00%,-10.07%,swing,SL:109248.8821,TP:106003.8658
2025-07-05 11:15:51.425193,BTC-USD,long,99.00%,1.16%,scalp,SL:107085.53790000001,TP:110330.55420000001
2025-07-05 11:16:07.735486,ETH-USD,short,99.00%,-0.78%,swing,SL:2546.1393,TP:2470.5114
2025-07-05 11:16:15.526253,ETH-USD,short,99.00%,-5.17%,scalp,SL:2546.1393,TP:2470.5114
2025-07-05 11:16:31.838001,SOL-USD,long,90.75%,4.01%,swing,SL:146.6883,TP:151.1334
2025-07-05 11:16:39.625374,SOL-USD,short,66.42%,-0.87%,scalp,SL:149.65169999999998,TP:145.20659999999998
2025-07-05 11:21:48.444924,BTC-USD,short,99.00%,-10.09%,swing,SL:109278.0105,TP:106032.129
2025-07-05 11:21:56.238524,BTC-USD,long,99.00%,1.13%,scalp,SL:107114.0895,TP:110359.971
2025-07-05 11:22:12.609520,ETH-USD,short,99.00%,-0.80%,swing,SL:2546.4726,TP:2470.8348
2025-07-05 11:22:20.372669,ETH-USD,short,99.00%,-5.21%,scalp,SL:2546.4726,TP:2470.8348
2025-07-05 11:22:36.656074,SOL-USD,long,90.78%,3.93%,swing,SL:146.8071,TP:151.2558
2025-07-05 11:22:44.458566,SOL-USD,short,66.53%,-0.87%,scalp,SL:149.7729,TP:145.3242
2025-07-05 11:27:53.504804,BTC-USD,short,99.00%,-10.11%,swing,SL:109296.645,TP:106050.20999999999
2025-07-05 11:28:01.298119,BTC-USD,long,99.00%,1.05%,scalp,SL:107132.355,TP:110378.79000000001
2025-07-05 11:28:17.610297,ETH-USD,short,99.00%,-0.87%,swing,SL:2548.5128000000004,TP:2472.8144
2025-07-05 11:28:25.383896,ETH-USD,short,99.00%,-5.29%,scalp,SL:2548.5128000000004,TP:2472.8144
2025-07-05 11:28:41.659535,SOL-USD,long,90.80%,3.89%,swing,SL:146.8665,TP:151.317
2025-07-05 11:33:50.527263,BTC-USD,short,99.00%,-10.11%,swing,SL:109306.4218,TP:106059.69639999999
2025-07-05 11:33:58.305718,BTC-USD,long,99.00%,0.98%,scalp,SL:107141.93819999999,TP:110388.6636
2025-07-05 11:34:14.613521,ETH-USD,short,99.00%,-0.87%,swing,SL:2548.5128000000004,TP:2472.8144
2025-07-05 11:34:22.399150,ETH-USD,short,99.00%,-5.29%,scalp,SL:2548.5128000000004,TP:2472.8144
2025-07-05 11:34:38.669637,SOL-USD,long,90.81%,3.83%,swing,SL:146.9655,TP:151.41899999999998
2025-07-05 11:39:47.499658,BTC-USD,short,99.00%,-10.14%,swing,SL:109333.5201,TP:106085.9898
2025-07-05 11:39:55.274414,BTC-USD,long,99.00%,1.03%,scalp,SL:107168.4999,TP:110416.0302
2025-07-05 11:40:11.662521,ETH-USD,short,99.00%,-0.90%,swing,SL:2549.2299,TP:2473.5101999999997
2025-07-05 11:40:19.421725,ETH-USD,short,99.00%,-5.17%,scalp,SL:2549.2299,TP:2473.5101999999997
2025-07-05 11:40:35.871363,SOL-USD,long,90.84%,3.74%,swing,SL:147.0942,TP:151.5516
2025-07-05 11:45:44.719800,BTC-USD,short,99.00%,-10.14%,swing,SL:109343.7615,TP:106095.927
2025-07-05 11:45:52.488033,BTC-USD,long,99.00%,1.11%,scalp,SL:107178.5385,TP:110426.37299999999
2025-07-05 11:46:08.929708,ETH-USD,short,99.00%,-0.89%,swing,SL:2548.9471,TP:2473.2358
2025-07-05 11:46:16.716319,ETH-USD,short,99.00%,-5.08%,scalp,SL:2548.9471,TP:2473.2358
2025-07-05 11:46:33.198701,SOL-USD,long,90.82%,3.85%,swing,SL:146.9358,TP:151.3884
2025-07-05 11:46:41.081472,SOL-USD,long,60.00%,1.50%,fallback,SL:146.9358,TP:151.3884
2025-07-05 11:51:50.425380,BTC-USD,short,99.00%,-10.13%,swing,SL:109330.6214,TP:106083.17719999999
2025-07-05 11:51:58.306396,BTC-USD,long,99.00%,1.31%,scalp,SL:107165.6586,TP:110413.10280000001
2025-07-05 11:52:15.129716,ETH-USD,short,99.00%,-0.84%,swing,SL:2547.6542999999997,TP:2471.9813999999997
2025-07-05 11:52:23.018748,ETH-USD,short,99.00%,-4.84%,scalp,SL:2545.6848,TP:2470.0704
2025-07-05 11:52:39.767159,SOL-USD,long,90.82%,3.84%,swing,SL:146.94570000000002,TP:151.39860000000002
2025-07-05 11:52:47.664217,SOL-USD,long,60.00%,1.50%,fallback,SL:146.94570000000002,TP:151.39860000000002
2025-07-05 11:57:57.078121,BTC-USD,short,99.00%,-10.07%,swing,SL:109259.26490000001,TP:106013.9402
2025-07-05 11:58:04.974267,BTC-USD,long,99.00%,1.46%,scalp,SL:107095.7151,TP:110341.03980000001
2025-07-05 11:58:22.077827,ETH-USD,short,99.00%,-0.70%,swing,SL:2544.0587,TP:2468.4926
2025-07-05 11:58:29.972978,ETH-USD,short,99.00%,-4.72%,scalp,SL:2543.6244,TP:2468.0712
2025-07-05 11:58:46.724849,SOL-USD,long,90.80%,3.92%,swing,SL:146.83679999999998,TP:151.2864
2025-07-05 11:58:54.609357,SOL-USD,long,60.00%,1.50%,fallback,SL:146.83679999999998,TP:151.2864
2025-07-05 12:04:03.957618,BTC-USD,short,99.00%,-10.01%,swing,SL:109159.083,TP:105916.734
2025-07-05 12:04:11.864668,BTC-USD,long,99.00%,1.63%,scalp,SL:106997.517,TP:110239.86600000001
2025-07-05 12:04:28.711435,ETH-USD,short,99.00%,-0.60%,swing,SL:2537.7866,TP:2462.4067999999997
2025-07-05 12:04:36.610925,ETH-USD,short,99.00%,-4.54%,scalp,SL:2537.7866,TP:2462.4067999999997
2025-07-05 12:04:53.404974,SOL-USD,long,89.35%,3.74%,swing,SL:146.6091,TP:151.05180000000001
2025-07-05 12:05:01.318111,SOL-USD,long,60.00%,1.50%,fallback,SL:146.6091,TP:151.05180000000001
2025-07-05 12:35:57.071013,BTC-USD,short,92.75%,-11.33%,swing,SL:109115.04699999999,TP:105874.006
2025-07-05 12:36:05.199243,BTC-USD,long,60.00%,1.50%,fallback,SL:106954.353,TP:110195.394
2025-07-05 12:36:22.301585,ETH-USD,short,99.00%,-1.40%,swing,SL:2539.4632,TP:2464.0336
2025-07-05 12:36:46.447985,SOL-USD,long,99.00%,4.96%,swing,SL:146.4309,TP:150.8682
2025-07-05 12:36:54.492113,SOL-USD,short,65.48%,-2.05%,scalp,SL:149.38909999999998,TP:144.9518
2025-07-05 12:42:03.323037,BTC-USD,short,92.75%,-11.38%,swing,SL:109179.16179999999,TP:105936.21639999999
2025-07-05 12:42:19.877754,ETH-USD,short,99.00%,-1.38%,swing,SL:2538.8774,TP:2463.4651999999996
2025-07-05 12:42:27.679426,ETH-USD,short,99.00%,-11.34%,scalp,SL:2538.8774,TP:2463.4651999999996
2025-07-05 12:42:44.125479,SOL-USD,long,99.00%,4.93%,swing,SL:146.4705,TP:150.909
2025-07-05 12:42:52.538750,SOL-USD,short,64.30%,-2.30%,scalp,SL:149.4295,TP:144.99099999999999
2025-07-05 12:48:01.504673,BTC-USD,short,92.74%,-11.42%,swing,SL:109228.31850000001,TP:105983.913
2025-07-05 12:48:09.314027,BTC-USD,long,60.00%,1.50%,fallback,SL:107065.3815,TP:110309.78700000001
2025-07-05 12:48:25.664385,ETH-USD,short,99.00%,-1.39%,swing,SL:2539.2713000000003,TP:2463.8474
2025-07-05 12:48:33.436046,ETH-USD,short,99.00%,-11.48%,scalp,SL:2539.2713000000003,TP:2463.8474
2025-07-05 12:48:50.105347,SOL-USD,long,99.00%,4.77%,swing,SL:146.718,TP:151.164
2025-07-05 12:48:57.875540,SOL-USD,short,64.04%,-2.54%,scalp,SL:149.682,TP:145.236
2025-07-05 12:54:06.798342,BTC-USD,short,92.75%,-11.44%,swing,SL:109251.6495,TP:106006.55099999999
2025-07-05 12:54:14.573826,BTC-USD,long,60.00%,1.50%,fallback,SL:107088.2505,TP:110333.349
2025-07-05 12:54:31.460181,ETH-USD,short,99.00%,-1.51%,swing,SL:2542.4225,TP:2466.9049999999997
2025-07-05 12:54:39.233030,ETH-USD,short,99.00%,-11.64%,scalp,SL:2542.4225,TP:2466.9049999999997
2025-07-05 12:54:56.703694,SOL-USD,long,99.00%,4.72%,swing,SL:146.7972,TP:151.2456
2025-07-05 12:55:04.486719,SOL-USD,short,64.85%,-2.49%,scalp,SL:149.7628,TP:145.3144
2025-07-05 12:59:53.976755,BTC-USD,short,43.98%,-17.71%,swing,SL:109266.86009999999,TP:106021.30979999999
2025-07-05 13:00:01.762797,BTC-USD,long,60.00%,1.50%,fallback,SL:107103.1599,TP:110348.7102
2025-07-05 13:00:18.773776,ETH-USD,short,99.00%,-8.38%,scalp,SL:2542.4023,TP:2466.8854
2025-07-05 13:00:36.191320,SOL-USD,long,94.72%,3.34%,swing,SL:146.817,TP:151.26600000000002
